Lat,Lon,,
24.621,98.254,,
24.657,98.607,,
24.691,98.960,,
24.724,99.314,,
24.756,99.668,,
24.787,100.022,,
24.817,100.377,,
24.846,100.731,,
24.873,101.086,,
24.900,101.441,,
24.926,101.796,,
24.950,102.151,,
24.974,102.507,,
24.996,102.863,,
25.017,103.219,,
25.037,103.575,,
25.056,103.931,,
25.074,104.287,,
25.091,104.644,,
25.107,105.000,,
25.122,105.357,,
25.136,105.714,,
25.148,106.070,,
25.160,106.427,,
25.170,106.784,,
25.179,107.141,,
25.187,107.499,,
25.194,107.856,,
25.200,108.213,,
25.205,108.570,,
25.209,108.928,,
25.212,109.285,,
25.214,109.643,,
25.214,110.000,,
25.214,110.357,,
25.212,110.715,,
25.209,111.072,,
25.205,111.430,,
25.200,111.787,,
25.194,112.144,,
25.187,112.501,,
25.179,112.859,,
25.170,113.216,,
25.160,113.573,,
25.148,113.930,,
25.136,114.286,,
25.122,114.643,,
25.107,115.000,,
25.091,115.356,,
25.074,115.713,,
25.056,116.069,,
25.037,116.425,,
25.017,116.781,,
24.996,117.137,,
24.974,117.493,,
24.950,117.849,,
24.926,118.204,,
24.900,118.559,,
24.873,118.914,,
24.846,119.269,,
24.817,119.623,,
24.787,119.978,,
24.756,120.332,,
24.724,120.686,,
24.691,121.040,,
24.657,121.393,,
24.621,121.746,,
24.585,122.099,,
24.548,122.452,,
24.509,122.804,,
24.470,123.156,,
24.429,123.508,,
24.387,123.860,,
24.345,124.211,,
24.301,124.562,,
24.256,124.912,,
24.210,125.263,,
24.163,125.613,,
24.115,125.962,,
24.066,126.311,,
24.016,126.660,,
23.965,127.009,,
23.913,127.357,,
23.860,127.705,,
23.805,128.052,,
23.750,128.399,,
23.694,128.746,,
23.636,129.092,,
23.578,129.438,,
23.519,129.783,,
23.458,130.128,,
23.397,130.473,,
23.334,130.817,,
23.271,131.160,,
23.206,131.503,,
23.141,131.846,,
23.074,132.189,,
23.007,132.530,,
22.938,132.872,,
22.869,133.213,,
22.798,133.553,,
22.727,133.893,,
22.654,134.232,,
22.581,134.571,,
22.506,134.910,,
22.431,135.247,,
22.354,135.585,,
22.277,135.922,,
22.198,136.258,,
22.119,136.594,,
22.039,136.929,,
21.957,137.264,,
21.875,137.598,,
21.792,137.931,,
21.708,138.264,,
21.622,138.597,,
21.536,138.929,,
21.449,139.260,,
21.759,80.646,,
21.847,80.978,,
21.933,81.311,,
22.019,81.645,,
22.103,81.979,,
22.187,82.313,,
22.269,82.648,,
22.351,82.984,,
22.432,83.320,,
22.511,83.657,,
22.590,83.994,,
22.668,84.332,,
22.745,84.671,,
22.820,85.009,,
22.895,85.349,,
22.969,85.689,,
23.042,86.029,,
23.114,86.370,,
23.184,86.712,,
23.254,87.054,,
23.323,87.396,,
23.391,87.739,,
23.458,88.082,,
23.523,88.426,,
23.588,88.770,,
23.652,89.115,,
23.715,89.460,,
23.776,89.806,,
23.837,90.152,,
23.897,90.498,,
23.955,90.845,,
24.013,91.192,,
24.069,91.540,,
24.125,91.888,,
24.179,92.237,,
24.233,92.586,,
24.285,92.935,,
24.336,93.285,,
24.387,93.635,,
24.436,93.985,,
24.484,94.336,,
24.531,94.687,,
24.577,95.038,,
24.622,95.390,,
24.666,95.742,,
24.709,96.094,,
24.751,96.447,,
24.792,96.800,,
24.831,97.153,,
24.870,97.507,,
24.908,97.860,,
24.944,98.214,,
24.980,98.569,,
25.014,98.923,,
25.047,99.278,,
25.079,99.633,,
25.110,99.989,,
25.140,100.344,,
25.169,100.700,,
25.197,101.056,,
25.224,101.412,,
25.250,101.769,,
25.274,102.125,,
25.298,102.482,,
25.320,102.839,,
25.342,103.196,,
25.362,103.553,,
25.381,103.910,,
25.399,104.268,,
25.416,104.625,,
25.432,104.983,,
25.447,105.341,,
25.460,105.699,,
25.473,106.057,,
25.485,106.415,,
25.495,106.774,,
25.504,107.132,,
25.513,107.490,,
25.520,107.849,,
25.526,108.207,,
25.531,108.566,,
25.534,108.924,,
25.537,109.283,,
25.539,109.641,,
25.539,110.000,,
25.539,110.359,,
25.537,110.717,,
25.534,111.076,,
25.531,111.434,,
25.526,111.793,,
25.520,112.151,,
25.513,112.510,,
25.504,112.868,,
25.495,113.226,,
25.485,113.585,,
25.473,113.943,,
25.460,114.301,,
25.447,114.659,,
25.432,115.017,,
25.416,115.375,,
25.399,115.732,,
25.381,116.090,,
25.362,116.447,,
25.342,116.804,,
25.320,117.161,,
25.298,117.518,,
25.274,117.875,,
25.250,118.231,,
25.224,118.588,,
25.197,118.944,,
25.169,119.300,,
25.140,119.656,,
25.110,120.011,,
25.079,120.367,,
25.047,120.722,,
25.014,121.077,,
24.980,121.431,,
24.944,121.786,,
24.908,122.140,,
24.870,122.493,,
24.831,122.847,,
24.792,123.200,,
24.751,123.553,,
24.709,123.906,,
24.666,124.258,,
24.622,124.610,,
24.577,124.962,,
24.531,125.313,,
24.484,125.664,,
24.436,126.015,,
24.387,126.365,,
24.336,126.715,,
24.285,127.065,,
24.233,127.414,,
24.179,127.763,,
24.125,128.112,,
24.069,128.460,,
24.013,128.808,,
23.955,129.155,,
23.897,129.502,,
23.837,129.848,,
23.776,130.194,,
23.715,130.540,,
23.652,130.885,,
23.588,131.230,,
23.523,131.574,,
23.458,131.918,,
23.391,132.261,,
23.323,132.604,,
23.254,132.946,,
23.184,133.288,,
23.114,133.630,,
23.042,133.971,,
22.969,134.311,,
22.895,134.651,,
22.820,134.991,,
22.745,135.329,,
22.668,135.668,,
22.590,136.006,,
22.511,136.343,,
22.432,136.680,,
22.351,137.016,,
22.269,137.352,,
22.187,137.687,,
22.103,138.021,,
22.019,138.355,,
21.933,138.689,,
21.847,139.022,,
21.759,139.354,,
22.070,80.552,,
22.157,80.885,,
22.244,81.219,,
22.330,81.553,,
22.415,81.888,,
22.499,82.224,,
22.582,82.560,,
22.664,82.897,,
22.745,83.234,,
22.825,83.572,,
22.904,83.910,,
22.982,84.249,,
23.059,84.588,,
23.135,84.928,,
23.210,85.268,,
23.284,85.609,,
23.357,85.951,,
23.429,86.293,,
23.500,86.635,,
23.570,86.978,,
23.640,87.322,,
23.708,87.666,,
23.775,88.010,,
23.841,88.355,,
23.906,88.700,,
23.970,89.046,,
24.033,89.392,,
24.095,89.739,,
24.156,90.086,,
24.215,90.434,,
24.274,90.782,,
24.332,91.130,,
24.389,91.479,,
24.445,91.828,,
24.499,92.178,,
24.553,92.528,,
24.606,92.878,,
24.657,93.229,,
24.708,93.580,,
24.757,93.932,,
24.805,94.283,,
24.853,94.636,,
24.899,94.988,,
24.944,95.341,,
24.988,95.694,,
25.031,96.048,,
25.073,96.401,,
25.114,96.756,,
25.154,97.110,,
25.193,97.465,,
25.231,97.820,,
25.267,98.175,,
25.303,98.530,,
25.337,98.886,,
25.371,99.242,,
25.403,99.599,,
25.434,99.955,,
25.464,100.312,,
25.493,100.669,,
25.521,101.026,,
25.548,101.383,,
25.574,101.741,,
25.599,102.099,,
25.622,102.456,,
25.645,102.815,,
25.666,103.173,,
25.687,103.531,,
25.706,103.890,,
25.724,104.248,,
25.741,104.607,,
25.757,104.966,,
25.772,105.325,,
25.786,105.685,,
25.798,106.044,,
25.810,106.403,,
25.820,106.763,,
25.830,107.122,,
25.838,107.482,,
25.845,107.841,,
25.851,108.201,,
25.856,108.561,,
25.860,108.921,,
25.863,109.280,,
25.864,109.640,,
25.865,110.000,,
25.864,110.360,,
25.863,110.720,,
25.860,111.079,,
25.856,111.439,,
25.851,111.799,,
25.845,112.159,,
25.838,112.518,,
25.830,112.878,,
25.820,113.237,,
25.810,113.597,,
25.798,113.956,,
25.786,114.315,,
25.772,114.675,,
25.757,115.034,,
25.741,115.393,,
25.724,115.752,,
25.706,116.110,,
25.687,116.469,,
25.666,116.827,,
25.645,117.185,,
25.622,117.544,,
25.599,117.901,,
25.574,118.259,,
25.548,118.617,,
25.521,118.974,,
25.493,119.331,,
25.464,119.688,,
25.434,120.045,,
25.403,120.401,,
25.371,120.758,,
25.337,121.114,,
25.303,121.470,,
25.267,121.825,,
25.231,122.180,,
25.193,122.535,,
25.154,122.890,,
25.114,123.244,,
25.073,123.599,,
25.031,123.952,,
24.988,124.306,,
24.944,124.659,,
24.899,125.012,,
24.853,125.364,,
24.805,125.717,,
24.757,126.068,,
24.708,126.420,,
24.657,126.771,,
24.606,127.122,,
24.553,127.472,,
24.499,127.822,,
24.445,128.172,,
24.389,128.521,,
24.332,128.870,,
24.274,129.218,,
24.215,129.566,,
24.156,129.914,,
24.095,130.261,,
24.033,130.608,,
23.970,130.954,,
23.906,131.300,,
23.841,131.645,,
23.775,131.990,,
23.708,132.334,,
23.640,132.678,,
23.570,133.022,,
23.500,133.365,,
23.429,133.707,,
23.357,134.049,,
23.284,134.391,,
23.210,134.732,,
23.135,135.072,,
23.059,135.412,,
22.982,135.751,,
22.904,136.090,,
22.825,136.428,,
22.745,136.766,,
22.664,137.103,,
22.582,137.440,,
22.499,137.776,,
22.415,138.112,,
22.330,138.447,,
22.244,138.781,,
22.157,139.115,,
22.070,139.448,,
22.380,80.457,,
22.468,80.791,,
22.555,81.126,,
22.641,81.461,,
22.727,81.797,,
22.811,82.134,,
22.894,82.471,,
22.976,82.808,,
23.058,83.147,,
23.138,83.485,,
23.217,83.825,,
23.296,84.165,,
23.373,84.505,,
23.450,84.846,,
23.525,85.187,,
23.599,85.529,,
23.673,85.872,,
23.745,86.215,,
23.817,86.559,,
23.887,86.903,,
23.956,87.247,,
24.025,87.592,,
24.092,87.938,,
24.158,88.284,,
24.224,88.630,,
24.288,88.977,,
24.351,89.324,,
24.413,89.672,,
24.474,90.020,,
24.534,90.369,,
24.594,90.718,,
24.652,91.067,,
24.709,91.417,,
24.765,91.768,,
24.819,92.118,,
24.873,92.470,,
24.926,92.821,,
24.978,93.173,,
25.029,93.525,,
25.078,93.878,,
25.127,94.231,,
25.174,94.584,,
25.221,94.938,,
25.266,95.292,,
25.310,95.646,,
25.354,96.001,,
25.396,96.356,,
25.437,96.711,,
25.477,97.067,,
25.516,97.423,,
25.554,97.779,,
25.590,98.135,,
25.626,98.492,,
25.661,98.849,,
25.694,99.206,,
25.727,99.563,,
25.758,99.921,,
25.788,100.279,,
25.817,100.637,,
25.846,100.996,,
25.873,101.354,,
25.898,101.713,,
25.923,102.072,,
25.947,102.431,,
25.970,102.790,,
25.991,103.150,,
26.011,103.509,,
26.031,103.869,,
26.049,104.229,,
26.066,104.589,,
26.082,104.949,,
26.097,105.309,,
26.111,105.670,,
26.124,106.030,,
26.135,106.391,,
26.146,106.752,,
26.155,107.112,,
26.163,107.473,,
26.171,107.834,,
26.177,108.195,,
26.182,108.556,,
26.185,108.917,,
26.188,109.278,,
26.190,109.639,,
26.190,110.000,,
26.190,110.361,,
26.188,110.722,,
26.185,111.083,,
26.182,111.444,,
26.177,111.805,,
26.171,112.166,,
26.163,112.527,,
26.155,112.888,,
26.146,113.248,,
26.135,113.609,,
26.124,113.970,,
26.111,114.330,,
26.097,114.691,,
26.082,115.051,,
26.066,115.411,,
26.049,115.771,,
26.031,116.131,,
26.011,116.491,,
25.991,116.850,,
25.970,117.210,,
25.947,117.569,,
25.923,117.928,,
25.898,118.287,,
25.873,118.646,,
25.846,119.004,,
25.817,119.363,,
25.788,119.721,,
25.758,120.079,,
25.727,120.437,,
25.694,120.794,,
25.661,121.151,,
25.626,121.508,,
25.590,121.865,,
25.554,122.221,,
25.516,122.577,,
25.477,122.933,,
25.437,123.289,,
25.396,123.644,,
25.354,123.999,,
25.310,124.354,,
25.266,124.708,,
25.221,125.062,,
25.174,125.416,,
25.127,125.769,,
25.078,126.122,,
25.029,126.475,,
24.978,126.827,,
24.926,127.179,,
24.873,127.530,,
24.819,127.882,,
24.765,128.232,,
24.709,128.583,,
24.652,128.933,,
24.594,129.282,,
24.534,129.631,,
24.474,129.980,,
24.413,130.328,,
24.351,130.676,,
24.288,131.023,,
24.224,131.370,,
24.158,131.717,,
24.092,132.062,,
24.025,132.408,,
23.956,132.753,,
23.887,133.097,,
23.817,133.441,,
23.745,133.785,,
23.673,134.128,,
23.599,134.471,,
23.525,134.813,,
23.450,135.154,,
23.373,135.495,,
23.296,135.835,,
23.217,136.175,,
23.138,136.515,,
23.058,136.853,,
22.976,137.192,,
22.894,137.529,,
22.811,137.866,,
22.727,138.203,,
22.641,138.539,,
22.555,138.874,,
22.468,139.209,,
22.380,139.543,,
22.691,80.361,,
22.779,80.697,,
22.866,81.032,,
22.953,81.369,,
23.039,81.706,,
23.123,82.043,,
23.207,82.381,,
23.289,82.720,,
23.371,83.059,,
23.452,83.399,,
23.531,83.739,,
23.610,84.080,,
23.688,84.421,,
23.764,84.763,,
23.840,85.106,,
23.915,85.449,,
23.989,85.793,,
24.061,86.137,,
24.133,86.481,,
24.204,86.826,,
24.273,87.172,,
24.342,87.518,,
24.409,87.865,,
24.476,88.212,,
24.542,88.559,,
24.606,88.907,,
24.670,89.255,,
24.732,89.604,,
24.793,89.954,,
24.854,90.303,,
24.913,90.654,,
24.971,91.004,,
25.029,91.355,,
25.085,91.707,,
25.140,92.059,,
25.194,92.411,,
25.247,92.763,,
25.299,93.117,,
25.350,93.470,,
25.400,93.824,,
25.448,94.178,,
25.496,94.532,,
25.543,94.887,,
25.588,95.242,,
25.633,95.598,,
25.676,95.954,,
25.718,96.310,,
25.760,96.666,,
25.800,97.023,,
25.839,97.380,,
25.877,97.737,,
25.914,98.095,,
25.950,98.453,,
25.984,98.811,,
26.018,99.169,,
26.051,99.528,,
26.082,99.887,,
26.113,100.246,,
26.142,100.605,,
26.170,100.965,,
26.197,101.325,,
26.223,101.685,,
26.248,102.045,,
26.272,102.405,,
26.295,102.766,,
26.316,103.126,,
26.337,103.487,,
26.356,103.848,,
26.374,104.209,,
26.391,104.571,,
26.408,104.932,,
26.423,105.294,,
26.436,105.655,,
26.449,106.017,,
26.461,106.379,,
26.471,106.741,,
26.481,107.103,,
26.489,107.465,,
26.496,107.827,,
26.502,108.189,,
26.507,108.551,,
26.511,108.913,,
26.514,109.275,,
26.516,109.638,,
26.516,110.000,,
26.516,110.362,,
26.514,110.725,,
26.511,111.087,,
26.507,111.449,,
26.502,111.811,,
26.496,112.173,,
26.489,112.535,,
26.481,112.897,,
26.471,113.259,,
26.461,113.621,,
26.449,113.983,,
26.436,114.345,,
26.423,114.706,,
26.408,115.068,,
26.391,115.429,,
26.374,115.791,,
26.356,116.152,,
26.337,116.513,,
26.316,116.874,,
26.295,117.234,,
26.272,117.595,,
26.248,117.955,,
26.223,118.315,,
26.197,118.675,,
26.170,119.035,,
26.142,119.395,,
26.113,119.754,,
26.082,120.113,,
26.051,120.472,,
26.018,120.831,,
25.984,121.189,,
25.950,121.547,,
25.914,121.905,,
25.877,122.263,,
25.839,122.620,,
25.800,122.977,,
25.760,123.334,,
25.718,123.690,,
25.676,124.046,,
25.633,124.402,,
25.588,124.758,,
25.543,125.113,,
25.496,125.468,,
25.448,125.822,,
25.400,126.176,,
25.350,126.530,,
25.299,126.883,,
25.247,127.237,,
25.194,127.589,,
25.140,127.941,,
25.085,128.293,,
25.029,128.645,,
24.971,128.996,,
24.913,129.346,,
24.854,129.697,,
24.793,130.046,,
24.732,130.396,,
24.670,130.745,,
24.606,131.093,,
24.542,131.441,,
24.476,131.788,,
24.409,132.135,,
24.342,132.482,,
24.273,132.828,,
24.204,133.174,,
24.133,133.519,,
24.061,133.863,,
23.989,134.207,,
23.915,134.551,,
23.840,134.894,,
23.764,135.237,,
23.688,135.579,,
23.610,135.920,,
23.531,136.261,,
23.452,136.601,,
23.371,136.941,,
23.289,137.280,,
23.207,137.619,,
23.123,137.957,,
23.039,138.294,,
22.953,138.631,,
22.866,138.968,,
22.779,139.303,,
22.691,139.639,,
23.001,80.265,,
23.090,80.601,,
23.178,80.938,,
23.265,81.275,,
23.351,81.613,,
23.436,81.952,,
23.520,82.291,,
23.603,82.631,,
23.685,82.971,,
23.766,83.312,,
23.846,83.653,,
23.925,83.995,,
24.003,84.337,,
24.080,84.680,,
24.156,85.024,,
24.231,85.368,,
24.305,85.713,,
24.377,86.058,,
24.449,86.403,,
24.520,86.750,,
24.590,87.096,,
24.659,87.443,,
24.727,87.791,,
24.794,88.139,,
24.860,88.488,,
24.924,88.837,,
24.988,89.186,,
25.051,89.536,,
25.113,89.887,,
25.173,90.238,,
25.233,90.589,,
25.291,90.941,,
25.349,91.293,,
25.405,91.645,,
25.460,91.998,,
25.515,92.352,,
25.568,92.706,,
25.620,93.060,,
25.671,93.414,,
25.721,93.769,,
25.770,94.125,,
25.818,94.480,,
25.865,94.836,,
25.911,95.193,,
25.955,95.549,,
25.999,95.906,,
26.041,96.264,,
26.083,96.621,,
26.123,96.979,,
26.162,97.337,,
26.200,97.696,,
26.237,98.055,,
26.273,98.414,,
26.308,98.773,,
26.342,99.133,,
26.375,99.493,,
26.406,99.853,,
26.437,100.213,,
26.466,100.573,,
26.495,100.934,,
26.522,101.295,,
26.548,101.656,,
26.573,102.018,,
26.597,102.379,,
26.620,102.741,,
26.641,103.103,,
26.662,103.465,,
26.681,103.827,,
26.700,104.190,,
26.717,104.552,,
26.733,104.915,,
26.748,105.277,,
26.762,105.640,,
26.775,106.003,,
26.787,106.366,,
26.797,106.729,,
26.807,107.093,,
26.815,107.456,,
26.822,107.819,,
26.828,108.183,,
26.833,108.546,,
26.837,108.910,,
26.840,109.273,,
26.842,109.636,,
26.842,110.000,,
26.842,110.364,,
26.840,110.727,,
26.837,111.090,,
26.833,111.454,,
26.828,111.817,,
26.822,112.181,,
26.815,112.544,,
26.807,112.907,,
26.797,113.271,,
26.787,113.634,,
26.775,113.997,,
26.762,114.360,,
26.748,114.723,,
26.733,115.085,,
26.717,115.448,,
26.700,115.810,,
26.681,116.173,,
26.662,116.535,,
26.641,116.897,,
26.620,117.259,,
26.597,117.621,,
26.573,117.982,,
26.548,118.344,,
26.522,118.705,,
26.495,119.066,,
26.466,119.427,,
26.437,119.787,,
26.406,120.147,,
26.375,120.507,,
26.342,120.867,,
26.308,121.227,,
26.273,121.586,,
26.237,121.945,,
26.200,122.304,,
26.162,122.663,,
26.123,123.021,,
26.083,123.379,,
26.041,123.736,,
25.999,124.094,,
25.955,124.451,,
25.911,124.807,,
25.865,125.164,,
25.818,125.520,,
25.770,125.875,,
25.721,126.231,,
25.671,126.586,,
25.620,126.940,,
25.568,127.294,,
25.515,127.648,,
25.460,128.002,,
25.405,128.355,,
25.349,128.707,,
25.291,129.059,,
25.233,129.411,,
25.173,129.762,,
25.113,130.113,,
25.051,130.464,,
24.988,130.814,,
24.924,131.163,,
24.860,131.512,,
24.794,131.861,,
24.727,132.209,,
24.659,132.557,,
24.590,132.904,,
24.520,133.250,,
24.449,133.597,,
24.377,133.942,,
24.305,134.287,,
24.231,134.632,,
24.156,134.976,,
24.080,135.320,,
24.003,135.663,,
23.925,136.005,,
23.846,136.347,,
23.766,136.688,,
23.685,137.029,,
23.603,137.369,,
23.520,137.709,,
23.436,138.048,,
23.351,138.387,,
23.265,138.725,,
23.178,139.062,,
23.090,139.399,,
23.001,139.735,,
23.312,80.169,,
23.401,80.506,,
23.490,80.843,,
23.577,81.182,,
23.663,81.521,,
23.748,81.860,,
23.833,82.200,,
23.916,82.541,,
23.998,82.882,,
24.080,83.224,,
24.160,83.566,,
24.239,83.909,,
24.317,84.253,,
24.395,84.597,,
24.471,84.941,,
24.546,85.287,,
24.621,85.632,,
24.694,85.978,,
24.766,86.325,,
24.837,86.672,,
24.908,87.020,,
24.977,87.368,,
25.045,87.717,,
25.112,88.066,,
25.178,88.416,,
25.243,88.766,,
25.307,89.117,,
25.370,89.468,,
25.432,89.819,,
25.493,90.171,,
25.553,90.524,,
25.611,90.877,,
25.669,91.230,,
25.726,91.584,,
25.781,91.938,,
25.836,92.292,,
25.889,92.647,,
25.941,93.003,,
25.993,93.358,,
26.043,93.714,,
26.092,94.071,,
26.140,94.428,,
26.187,94.785,,
26.233,95.142,,
26.278,95.500,,
26.322,95.858,,
26.364,96.217,,
26.406,96.576,,
26.446,96.935,,
26.486,97.294,,
26.524,97.654,,
26.561,98.014,,
26.597,98.374,,
26.632,98.735,,
26.666,99.096,,
26.699,99.457,,
26.731,99.818,,
26.762,100.180,,
26.791,100.541,,
26.819,100.903,,
26.847,101.265,,
26.873,101.628,,
26.898,101.990,,
26.922,102.353,,
26.945,102.716,,
26.967,103.079,,
26.987,103.443,,
27.007,103.806,,
27.025,104.170,,
27.043,104.533,,
27.059,104.897,,
27.074,105.261,,
27.088,105.625,,
27.101,105.990,,
27.113,106.354,,
27.123,106.718,,
27.133,107.083,,
27.141,107.447,,
27.148,107.812,,
27.154,108.176,,
27.160,108.541,,
27.163,108.906,,
27.166,109.270,,
27.168,109.635,,
27.168,110.000,,
27.168,110.365,,
27.166,110.730,,
27.163,111.094,,
27.160,111.459,,
27.154,111.824,,
27.148,112.188,,
27.141,112.553,,
27.133,112.917,,
27.123,113.282,,
27.113,113.646,,
27.101,114.010,,
27.088,114.375,,
27.074,114.739,,
27.059,115.103,,
27.043,115.467,,
27.025,115.830,,
27.007,116.194,,
26.987,116.557,,
26.967,116.921,,
26.945,117.284,,
26.922,117.647,,
26.898,118.010,,
26.873,118.372,,
26.847,118.735,,
26.819,119.097,,
26.791,119.459,,
26.762,119.820,,
26.731,120.182,,
26.699,120.543,,
26.666,120.904,,
26.632,121.265,,
26.597,121.626,,
26.561,121.986,,
26.524,122.346,,
26.486,122.706,,
26.446,123.065,,
26.406,123.424,,
26.364,123.783,,
26.322,124.142,,
26.278,124.500,,
26.233,124.858,,
26.187,125.215,,
26.140,125.572,,
26.092,125.929,,
26.043,126.286,,
25.993,126.642,,
25.941,126.997,,
25.889,127.353,,
25.836,127.708,,
25.781,128.062,,
25.726,128.416,,
25.669,128.770,,
25.611,129.123,,
25.553,129.476,,
25.493,129.829,,
25.432,130.181,,
25.370,130.532,,
25.307,130.883,,
25.243,131.234,,
25.178,131.584,,
25.112,131.934,,
25.045,132.283,,
24.977,132.632,,
24.908,132.980,,
24.837,133.328,,
24.766,133.675,,
24.694,134.022,,
24.621,134.368,,
24.546,134.713,,
24.471,135.059,,
24.395,135.403,,
24.317,135.747,,
24.239,136.091,,
24.160,136.434,,
24.080,136.776,,
23.998,137.118,,
23.916,137.459,,
23.833,137.800,,
23.748,138.140,,
23.663,138.479,,
23.577,138.818,,
23.490,139.157,,
23.401,139.494,,
23.312,139.831,,
23.623,80.071,,
23.713,80.409,,
23.801,80.748,,
23.889,81.087,,
23.976,81.427,,
24.061,81.768,,
24.146,82.109,,
24.229,82.450,,
24.312,82.793,,
24.394,83.136,,
24.474,83.479,,
24.554,83.823,,
24.633,84.168,,
24.710,84.513,,
24.787,84.858,,
24.862,85.205,,
24.937,85.551,,
25.011,85.899,,
25.083,86.246,,
25.155,86.595,,
25.225,86.943,,
25.294,87.293,,
25.363,87.643,,
25.430,87.993,,
25.497,88.344,,
25.562,88.695,,
25.626,89.047,,
25.689,89.399,,
25.751,89.752,,
25.812,90.105,,
25.873,90.458,,
25.931,90.812,,
25.989,91.167,,
26.046,91.522,,
26.102,91.877,,
26.157,92.233,,
26.210,92.589,,
26.263,92.945,,
26.314,93.302,,
26.365,93.659,,
26.414,94.017,,
26.462,94.375,,
26.510,94.733,,
26.556,95.092,,
26.601,95.451,,
26.645,95.810,,
26.687,96.170,,
26.729,96.530,,
26.770,96.890,,
26.809,97.251,,
26.848,97.612,,
26.885,97.973,,
26.921,98.335,,
26.957,98.696,,
26.991,99.058,,
27.024,99.421,,
27.055,99.783,,
27.086,100.146,,
27.116,100.509,,
27.144,100.872,,
27.172,101.236,,
27.198,101.599,,
27.223,101.963,,
27.247,102.327,,
27.270,102.691,,
27.292,103.056,,
27.313,103.420,,
27.333,103.785,,
27.351,104.150,,
27.368,104.515,,
27.385,104.880,,
27.400,105.245,,
27.414,105.610,,
27.427,105.976,,
27.439,106.341,,
27.449,106.707,,
27.459,107.073,,
27.467,107.438,,
27.475,107.804,,
27.481,108.170,,
27.486,108.536,,
27.490,108.902,,
27.493,109.268,,
27.494,109.634,,
27.495,110.000,,
27.494,110.366,,
27.493,110.732,,
27.490,111.098,,
27.486,111.464,,
27.481,111.830,,
27.475,112.196,,
27.467,112.562,,
27.459,112.927,,
27.449,113.293,,
27.439,113.659,,
27.427,114.024,,
27.414,114.390,,
27.400,114.755,,
27.385,115.120,,
27.368,115.485,,
27.351,115.850,,
27.333,116.215,,
27.313,116.580,,
27.292,116.944,,
27.270,117.309,,
27.247,117.673,,
27.223,118.037,,
27.198,118.401,,
27.172,118.764,,
27.144,119.128,,
27.116,119.491,,
27.086,119.854,,
27.055,120.217,,
27.024,120.579,,
26.991,120.942,,
26.957,121.304,,
26.921,121.665,,
26.885,122.027,,
26.848,122.388,,
26.809,122.749,,
26.770,123.110,,
26.729,123.470,,
26.687,123.830,,
26.645,124.190,,
26.601,124.549,,
26.556,124.908,,
26.510,125.267,,
26.462,125.625,,
26.414,125.983,,
26.365,126.341,,
26.314,126.698,,
26.263,127.055,,
26.210,127.411,,
26.157,127.767,,
26.102,128.123,,
26.046,128.478,,
25.989,128.833,,
25.931,129.188,,
25.873,129.542,,
25.812,129.895,,
25.751,130.248,,
25.689,130.601,,
25.626,130.953,,
25.562,131.305,,
25.497,131.656,,
25.430,132.007,,
25.363,132.357,,
25.294,132.707,,
25.225,133.057,,
25.155,133.405,,
25.083,133.754,,
25.011,134.101,,
24.937,134.449,,
24.862,134.795,,
24.787,135.142,,
24.710,135.487,,
24.633,135.832,,
24.554,136.177,,
24.474,136.521,,
24.394,136.864,,
24.312,137.207,,
24.229,137.550,,
24.146,137.891,,
24.061,138.232,,
23.976,138.573,,
23.889,138.913,,
23.801,139.252,,
23.713,139.591,,
23.623,139.929,,
23.935,79.973,,
24.025,80.312,,
24.113,80.652,,
24.201,80.992,,
24.288,81.333,,
24.374,81.675,,
24.459,82.017,,
24.543,82.360,,
24.626,82.703,,
24.708,83.047,,
24.789,83.391,,
24.869,83.736,,
24.948,84.082,,
25.026,84.428,,
25.103,84.775,,
25.179,85.122,,
25.253,85.470,,
25.327,85.818,,
25.400,86.167,,
25.472,86.516,,
25.543,86.866,,
25.612,87.217,,
25.681,87.568,,
25.749,87.919,,
25.815,88.271,,
25.881,88.623,,
25.945,88.976,,
26.009,89.330,,
26.071,89.683,,
26.132,90.038,,
26.193,90.392,,
26.252,90.747,,
26.310,91.103,,
26.367,91.459,,
26.423,91.815,,
26.478,92.172,,
26.532,92.530,,
26.585,92.887,,
26.636,93.245,,
26.687,93.604,,
26.736,93.962,,
26.785,94.322,,
26.832,94.681,,
26.879,95.041,,
26.924,95.401,,
26.968,95.762,,
27.011,96.123,,
27.053,96.484,,
27.093,96.846,,
27.133,97.207,,
27.172,97.569,,
27.209,97.932,,
27.246,98.295,,
27.281,98.658,,
27.315,99.021,,
27.348,99.384,,
27.380,99.748,,
27.411,100.112,,
27.441,100.476,,
27.469,100.841,,
27.497,101.205,,
27.523,101.570,,
27.549,101.935,,
27.573,102.301,,
27.596,102.666,,
27.618,103.032,,
27.639,103.397,,
27.658,103.763,,
27.677,104.130,,
27.694,104.496,,
27.711,104.862,,
27.726,105.229,,
27.740,105.595,,
27.753,105.962,,
27.765,106.329,,
27.776,106.696,,
27.785,107.063,,
27.794,107.430,,
27.801,107.797,,
27.807,108.164,,
27.812,108.531,,
27.816,108.898,,
27.819,109.265,,
27.821,109.633,,
27.821,110.000,,
27.821,110.367,,
27.819,110.735,,
27.816,111.102,,
27.812,111.469,,
27.807,111.836,,
27.801,112.203,,
27.794,112.570,,
27.785,112.937,,
27.776,113.304,,
27.765,113.671,,
27.753,114.038,,
27.740,114.405,,
27.726,114.771,,
